id,title,company,location,salary,description
IND119,DevOps Engineer,TCS,Noida,₹29LPA,"We are hiring a DevOps Engineer at TCS. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND120,Product Manager,Wipro,Bangalore,₹30LPA,"We are hiring a Product Manager at Wipro. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND121,Product Manager,TCS,Noida,₹30LPA,"We are hiring a Product Manager at TCS. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND122,Data Scientist,Zomato,Gurugram,₹23LPA,"We are hiring a Data Scientist at Zomato. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND123,Machine Learning Engineer,TCS,Hyderabad,₹9LPA,"We are hiring a Machine Learning Engineer at TCS. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND124,Software Engineer,Swiggy,Bangalore,₹25LPA,"We are hiring a Software Engineer at Swiggy. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND125,Machine Learning Engineer,Freshworks,Chennai,₹8LPA,"We are hiring a Machine Learning Engineer at Freshworks. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND126,Machine Learning Engineer,Paytm,Pune,₹24LPA,"We are hiring a Machine Learning Engineer at Paytm. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND127,DevOps Engineer,Ola,Gurugram,₹8LPA,"We are hiring a DevOps Engineer at Ola. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND128,Frontend Developer,Flipkart,Gurugram,₹6LPA,"We are hiring a Frontend Developer at Flipkart. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND129,DevOps Engineer,TCS,Pune,₹8LPA,"We are hiring a DevOps Engineer at TCS. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND130,Software Engineer,Zoho,Bangalore,₹25LPA,"We are hiring a Software Engineer at Zoho. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND131,Product Manager,Paytm,Pune,₹20LPA,"We are hiring a Product Manager at Paytm. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND132,Machine Learning Engineer,HCL,Remote,₹16LPA,"We are hiring a Machine Learning Engineer at HCL. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND133,DevOps Engineer,Infosys,Noida,₹28LPA,"We are hiring a DevOps Engineer at Infosys. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND134,DevOps Engineer,Wipro,Hyderabad,₹26LPA,"We are hiring a DevOps Engineer at Wipro. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND135,Software Engineer,Infosys,Gurugram,₹7LPA,"We are hiring a Software Engineer at Infosys. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND136,DevOps Engineer,Wipro,Mumbai,₹14LPA,"We are hiring a DevOps Engineer at Wipro. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND137,Data Scientist,TCS,Remote,₹22LPA,"We are hiring a Data Scientist at TCS. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND138,Software Engineer,Ola,Noida,₹23LPA,"We are hiring a Software Engineer at Ola. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND139,Data Scientist,Flipkart,Bangalore,₹19LPA,"We are hiring a Data Scientist at Flipkart. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND140,Data Scientist,HCL,Noida,₹25LPA,"We are hiring a Data Scientist at HCL. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND141,Backend Developer,HCL,Noida,₹18LPA,"We are hiring a Backend Developer at HCL. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND142,Product Manager,Paytm,Chennai,₹16LPA,"We are hiring a Product Manager at Paytm. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND143,Frontend Developer,Swiggy,Chennai,₹5LPA,"We are hiring a Frontend Developer at Swiggy. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND144,Software Engineer,Freshworks,Pune,₹21LPA,"We are hiring a Software Engineer at Freshworks. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND145,Machine Learning Engineer,HCL,Hyderabad,₹15LPA,"We are hiring a Machine Learning Engineer at HCL. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND146,Product Manager,Paytm,Bangalore,₹19LPA,"We are hiring a Product Manager at Paytm. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND147,Frontend Developer,Zomato,Bangalore,₹30LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND148,Frontend Developer,Tech Mahindra,Bangalore,₹9LPA,"We are hiring a Frontend Developer at Tech Mahindra. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND149,Software Engineer,Zoho,Remote,₹14LPA,"We are hiring a Software Engineer at Zoho. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND150,Frontend Developer,Ola,Noida,₹8LPA,"We are hiring a Frontend Developer at Ola. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND151,Data Scientist,Zoho,Hyderabad,₹27LPA,"We are hiring a Data Scientist at Zoho. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND152,Product Manager,Swiggy,Remote,₹25LPA,"We are hiring a Product Manager at Swiggy. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND153,Product Manager,Zomato,Mumbai,₹11LPA,"We are hiring a Product Manager at Zomato. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND154,DevOps Engineer,Freshworks,Noida,₹20LPA,"We are hiring a DevOps Engineer at Freshworks. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND155,Product Manager,Tech Mahindra,Chennai,₹11LPA,"We are hiring a Product Manager at Tech Mahindra. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND156,Frontend Developer,Zomato,Remote,₹21LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND157,DevOps Engineer,Tech Mahindra,Chennai,₹28LPA,"We are hiring a DevOps Engineer at Tech Mahindra. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND158,Machine Learning Engineer,Freshworks,Hyderabad,₹27LPA,"We are hiring a Machine Learning Engineer at Freshworks. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND159,Data Scientist,Ola,Chennai,₹16LPA,"We are hiring a Data Scientist at Ola. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND160,DevOps Engineer,Zoho,Hyderabad,₹9LPA,"We are hiring a DevOps Engineer at Zoho. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND161,Machine Learning Engineer,Wipro,Mumbai,₹23LPA,"We are hiring a Machine Learning Engineer at Wipro. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND162,DevOps Engineer,TCS,Remote,₹11LPA,"We are hiring a DevOps Engineer at TCS. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND163,Product Manager,Zomato,Remote,₹14LPA,"We are hiring a Product Manager at Zomato. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND164,Frontend Developer,Paytm,Bangalore,₹17LPA,"We are hiring a Frontend Developer at Paytm. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND165,Backend Developer,Infosys,Noida,₹22LPA,"We are hiring a Backend Developer at Infosys. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND166,Software Engineer,Zomato,Bangalore,₹30LPA,"We are hiring a Software Engineer at Zomato. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND167,Software Engineer,Infosys,Gurugram,₹10LPA,"We are hiring a Software Engineer at Infosys. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND168,Frontend Developer,Zoho,Noida,₹6LPA,"We are hiring a Frontend Developer at Zoho. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND169,Software Engineer,Swiggy,Hyderabad,₹11LPA,"We are hiring a Software Engineer at Swiggy. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND170,DevOps Engineer,Zoho,Hyderabad,₹9LPA,"We are hiring a DevOps Engineer at Zoho. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND171,DevOps Engineer,Wipro,Hyderabad,₹22LPA,"We are hiring a DevOps Engineer at Wipro. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND172,Product Manager,Swiggy,Mumbai,₹12LPA,"We are hiring a Product Manager at Swiggy. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND173,Machine Learning Engineer,HCL,Gurugram,₹12LPA,"We are hiring a Machine Learning Engineer at HCL. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND174,Machine Learning Engineer,Swiggy,Bangalore,₹22LPA,"We are hiring a Machine Learning Engineer at Swiggy. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND175,Machine Learning Engineer,Infosys,Pune,₹26LPA,"We are hiring a Machine Learning Engineer at Infosys. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND176,DevOps Engineer,Wipro,Pune,₹25LPA,"We are hiring a DevOps Engineer at Wipro. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND177,Machine Learning Engineer,TCS,Mumbai,₹29LPA,"We are hiring a Machine Learning Engineer at TCS. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND178,Machine Learning Engineer,Ola,Hyderabad,₹18LPA,"We are hiring a Machine Learning Engineer at Ola. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND179,Backend Developer,HCL,Pune,₹28LPA,"We are hiring a Backend Developer at HCL. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND180,DevOps Engineer,HCL,Bangalore,₹26LPA,"We are hiring a DevOps Engineer at HCL. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND181,Data Scientist,Flipkart,Noida,₹10LPA,"We are hiring a Data Scientist at Flipkart. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND182,Backend Developer,Freshworks,Chennai,₹17LPA,"We are hiring a Backend Developer at Freshworks. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND183,Backend Developer,Wipro,Hyderabad,₹15LPA,"We are hiring a Backend Developer at Wipro. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND184,DevOps Engineer,Zomato,Remote,₹14LPA,"We are hiring a DevOps Engineer at Zomato. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND185,Product Manager,Tech Mahindra,Pune,₹12LPA,"We are hiring a Product Manager at Tech Mahindra. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND186,Machine Learning Engineer,HCL,Chennai,₹11LPA,"We are hiring a Machine Learning Engineer at HCL. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND187,Machine Learning Engineer,Wipro,Gurugram,₹12LPA,"We are hiring a Machine Learning Engineer at Wipro. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND188,Software Engineer,Zoho,Remote,₹10LPA,"We are hiring a Software Engineer at Zoho. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND189,Backend Developer,Tech Mahindra,Pune,₹22LPA,"We are hiring a Backend Developer at Tech Mahindra. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND190,Product Manager,Tech Mahindra,Bangalore,₹12LPA,"We are hiring a Product Manager at Tech Mahindra. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND191,DevOps Engineer,Wipro,Mumbai,₹19LPA,"We are hiring a DevOps Engineer at Wipro. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND192,Machine Learning Engineer,HCL,Mumbai,₹7LPA,"We are hiring a Machine Learning Engineer at HCL. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND193,Software Engineer,HCL,Gurugram,₹27LPA,"We are hiring a Software Engineer at HCL. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND194,Product Manager,Zomato,Chennai,₹12LPA,"We are hiring a Product Manager at Zomato. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND195,Product Manager,Freshworks,Noida,₹12LPA,"We are hiring a Product Manager at Freshworks. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND196,Backend Developer,Wipro,Hyderabad,₹7LPA,"We are hiring a Backend Developer at Wipro. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND197,Backend Developer,Zoho,Remote,₹14LPA,"We are hiring a Backend Developer at Zoho. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND198,Data Scientist,Wipro,Chennai,₹18LPA,"We are hiring a Data Scientist at Wipro. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND199,Data Scientist,Freshworks,Gurugram,₹18LPA,"We are hiring a Data Scientist at Freshworks. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND200,Machine Learning Engineer,Paytm,Remote,₹17LPA,"We are hiring a Machine Learning Engineer at Paytm. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND201,Backend Developer,Infosys,Bangalore,₹13LPA,"We are hiring a Backend Developer at Infosys. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND202,Machine Learning Engineer,TCS,Remote,₹5LPA,"We are hiring a Machine Learning Engineer at TCS. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND203,Software Engineer,Flipkart,Noida,₹11LPA,"We are hiring a Software Engineer at Flipkart. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND204,DevOps Engineer,Flipkart,Noida,₹7LPA,"We are hiring a DevOps Engineer at Flipkart. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND205,Data Scientist,Wipro,Remote,₹11LPA,"We are hiring a Data Scientist at Wipro. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND206,Frontend Developer,Wipro,Bangalore,₹5LPA,"We are hiring a Frontend Developer at Wipro. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND207,Backend Developer,Infosys,Remote,₹25LPA,"We are hiring a Backend Developer at Infosys. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND208,Frontend Developer,Zomato,Gurugram,₹27LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND209,DevOps Engineer,HCL,Mumbai,₹22LPA,"We are hiring a DevOps Engineer at HCL. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND210,Software Engineer,Freshworks,Mumbai,₹7LPA,"We are hiring a Software Engineer at Freshworks. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND211,Backend Developer,Flipkart,Gurugram,₹21LPA,"We are hiring a Backend Developer at Flipkart. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND212,Backend Developer,Freshworks,Pune,₹18LPA,"We are hiring a Backend Developer at Freshworks. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND213,Software Engineer,Swiggy,Remote,₹11LPA,"We are hiring a Software Engineer at Swiggy. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND214,DevOps Engineer,Infosys,Noida,₹29LPA,"We are hiring a DevOps Engineer at Infosys. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND215,DevOps Engineer,Paytm,Gurugram,₹29LPA,"We are hiring a DevOps Engineer at Paytm. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND216,Frontend Developer,Zomato,Mumbai,₹17LPA,"We are hiring a Frontend Developer at Zomato. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Mumbai."
IND217,Data Scientist,HCL,Pune,₹7LPA,"We are hiring a Data Scientist at HCL. The candidate must have strong experience in Angular, TypeScript, HTML, CSS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND218,Data Scientist,Swiggy,Pune,₹22LPA,"We are hiring a Data Scientist at Swiggy. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND219,Product Manager,Freshworks,Hyderabad,₹21LPA,"We are hiring a Product Manager at Freshworks. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND220,Product Manager,Flipkart,Bangalore,₹5LPA,"We are hiring a Product Manager at Flipkart. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND221,Frontend Developer,Swiggy,Remote,₹12LPA,"We are hiring a Frontend Developer at Swiggy. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND222,Software Engineer,Infosys,Remote,₹16LPA,"We are hiring a Software Engineer at Infosys. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND223,Frontend Developer,TCS,Remote,₹22LPA,"We are hiring a Frontend Developer at TCS. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND224,Software Engineer,Infosys,Chennai,₹23LPA,"We are hiring a Software Engineer at Infosys. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Chennai."
IND225,Machine Learning Engineer,Zomato,Pune,₹22LPA,"We are hiring a Machine Learning Engineer at Zomato. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND226,Data Scientist,Infosys,Remote,₹7LPA,"We are hiring a Data Scientist at Infosys. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Remote."
IND227,DevOps Engineer,Ola,Gurugram,₹7LPA,"We are hiring a DevOps Engineer at Ola. The candidate must have strong experience in Python, Django, PostgreSQL, AWS. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND228,Software Engineer,Tech Mahindra,Pune,₹18LPA,"We are hiring a Software Engineer at Tech Mahindra. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND229,Frontend Developer,Flipkart,Pune,₹18LPA,"We are hiring a Frontend Developer at Flipkart. The candidate must have strong experience in Docker, Kubernetes, Terraform, AWS CI/CD. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Pune."
IND230,Machine Learning Engineer,Infosys,Noida,₹21LPA,"We are hiring a Machine Learning Engineer at Infosys. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Noida."
IND231,Data Scientist,Zomato,Hyderabad,₹5LPA,"We are hiring a Data Scientist at Zomato. The candidate must have strong experience in C++, Data Structures, Algorithms, Linux. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND232,Backend Developer,Wipro,Hyderabad,₹29LPA,"We are hiring a Backend Developer at Wipro. The candidate must have strong experience in Python, TensorFlow, PyTorch, Scikit-learn. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
IND233,Software Engineer,Infosys,Gurugram,₹12LPA,"We are hiring a Software Engineer at Infosys. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND234,Product Manager,Zoho,Bangalore,₹7LPA,"We are hiring a Product Manager at Zoho. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Bangalore."
IND235,Software Engineer,Zoho,Gurugram,₹9LPA,"We are hiring a Software Engineer at Zoho. The candidate must have strong experience in Java, Spring Boot, Microservices, MySQL. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Gurugram."
IND236,Product Manager,Swiggy,Hyderabad,₹18LPA,"We are hiring a Product Manager at Swiggy. The candidate must have strong experience in React, Node.js, Express, MongoDB. Responsibilities include building scalable systems, working in Agile, and strong communication skills. Location: Hyderabad."
