id,title,company,location,salary,description
NAU_396114, Job- C# Windows App. Developer with Product Based Company in Bangalore,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Job- C# Windows App. Developer with Product Based Company in Bangalore Programming & Design  c#| singleton| MVVM| WPF| design pattern| winform| oops| windows forms| .net| c#.net| DESKTOP APPLICATION IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 8 yrs"
NAU_439282, Head - Performance Engineering - BFSI,Naukri Listed Company,"Mumbai,Navi Mumbai", Not Disclosed by Recruiter ," Head - Performance Engineering - BFSI Senior Management  Technical Architect| Performance Engineering| db2| MongoDB| IT| Oracle| SQLServer| Testing IT Software - Application Programming , Maintenance Banking, Financial Services, Broking 15 - 21 yrs"
NAU_148864, Walk - in - Cabin Crew | Ground Staff For Delhi Airport,Naukri Listed Company,"Dehradun,Delhi NCR", Not Disclosed by Recruiter ," Walk - in - Cabin Crew | Ground Staff For Delhi Airport Airline  Ground Staff Activities| BPO| Ticketing| Customer Service| Reservation| Customer Support| Arrivals| Hotel Management| Airport| Fresher| Air Hostess Activities Travel , Tours , Ticketing , Airlines Travel , Hotels , Restaurants , Airlines , Railways 0 - 2 yrs"
NAU_609999, Relationship Manager/Key Accounts Manager,Naukri Listed Company,"Bengaluru,Pune,Chennai,Delhi", Not Disclosed by Recruiter ," Relationship Manager/Key Accounts Manager Corporate Sales  relationship manager| pre sales| inter| handling| personnel| engineering management| key accounts manager Sales , Retail , Business Development Construction, Engineering, Cement, Metals 5 - 10 yrs"
NAU_482142, Relationship Manager/wealth Manager,Naukri Listed Company,"Delhi NCR,Gurgaon,Noida"," 3,50,000 - 8,50,000 PA. "," Relationship Manager/wealth Manager Retail Sales  relationship management| hni client handling| wealth management| mutual funds| life insurance| financial planning| cross selling| revenue generation Sales , Retail , Business Development Banking, Financial Services, Broking 2 - 7 yrs"
NAU_612691,JDE E1 Distribution,Naukri Listed Company, Chennai, Not Disclosed by Recruiter,"JDE E1 Distribution Programming & Design Application support|Analytical|ticketing tools|Manager Technology|SD module|PLSQL|Outsourcing|Operations|Remedy IT Software - Application Programming , Maintenance IT-Software / Software Services  3 - 4 Years"
NAU_442749, Full Stack Java Developer - Web Development - J2ee/ Spring,Naukri Listed Company,"Hyderabad,Pune", Not Disclosed by Recruiter ," Full Stack Java Developer - Web Development - J2ee/ Spring Programming & Design  Dojo| CSS| Javascript| XHTML| HTML| JSON| Web Development| Grunt| Ajax| DHTML IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 10 yrs"
NAU_348313, iOS Lead,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," iOS Lead Programming & Design  Algorithms| Front end| Email| XML| JSON| Windows| SDK| Customer service| Module| Project delivery IT Software - Application Programming , Maintenance Banking, Financial Services, Broking 8 - 13 yrs"
NAU_533203, SAS DI - 2 To 6 Years- Mumbai Location,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," SAS DI - 2 To 6 Years- Mumbai Location Programming & Design  Base SAS| SAS DI Studio| sas di| SAS BI| SAS Programmer| Data Integration IT Software - Client/Server Programming IT-Software, Software Services 2 - 6 yrs"
NAU_576507, SEO Analyst,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," SEO Analyst Online/Digital Marketing  Drupal| Google Analytics| SEO Analyst| Wordpress| HTML| Data analytics| MS Office| Business solutions| Joomla| Off-page optimization Marketing , Advertising , MR , PR , Media Planning IT-Software, Software Services 1 - 5 yrs"
NAU_660767, Principal Engineer - Test Development (Embedded Storage),Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Principal Engineer - Test Development (Embedded Storage) Programming & Design  Kernels| Linux Kernels| UFS| Device drivers| Virtualization IT Software - Embedded , EDA , VLSI , ASIC , Chip Design Recruitment, Staffing 10 - 14 yrs"
NAU_104560," Analytics Manager-r,python,sql",Naukri Listed Company,Bengaluru," 15,00,000 - 25,00,000 PA. "," Analytics Manager-r,python,sql Analytics & BI  Predictive Modeling| R| Logistic Regression| Linear Regression| Statistical Modeling| time series| Data Modeling| Strategic Planning| Analytics| SQL| Python Analytics & Business Intelligence KPO, Research, Analytics 6 - 11 yrs"
NAU_788119, Immediate Joiners Only - Java Developer-us Based MNC in Gurgaons,Naukri Listed Company,Gurgaon," 7,00,000 - 12,00,000 PA. "," Immediate Joiners Only - Java Developer-us Based MNC in Gurgaons Programming & Design  Java| Agile Methodology| Software Development| C| Design Patterns| Computer Science| Database| SQL Queries| JEE| Memory Management IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 6 yrs"
NAU_520094, Counter Sales/sr. Customer Service Executive/store Manager,Naukri Listed Company,"Mumbai,Ahmedabad,Indore", Fixed salary plus incentives ," Counter Sales/sr. Customer Service Executive/store Manager Retail Sales  Customer Service| Retail Sales| retail operations| Counter Sales| store manager| floor manager| Inside Sales| department manager| assistant store manager| Store Management| Sales Executive Activities Sales , Retail , Business Development Retail, Wholesale 0 - 5 yrs"
NAU_231722, Head - Technical - .NET - IT Firm,Naukri Listed Company,"Delhi NCR,Gurgaon,Noida", Not Disclosed by Recruiter ," Head - Technical - .NET - IT Firm Senior Management  .NET Architect| CSS| Cloud| Microsoft Azure| HTML| BootStrap| JQuery| CTO IT Software - Application Programming , Maintenance IT-Software, Software Services 8 - 10 yrs"
NAU_406861, Software Engineering - Vice President,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Software Engineering - Vice President Programming & Design  Unix| Performance tuning| Linux| Coding| Application programming| Machine learning| Troubleshooting| Analytics| Monitoring| Financial services IT Software - Application Programming , Maintenance Banking, Financial Services, Broking 5 - 8 yrs"
NAU_819867, Scrum Master,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Scrum Master Project Management  Training| Conflict resolution| Project management| Agile| Scrum| Agile methodology| Management| Defect management IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 5 yrs"
NAU_648822, Sales & Marketing - Real Estate,Naukri Listed Company,Noida, Not Disclosed by Recruiter ," Sales & Marketing - Real Estate Channel Sales  Real Estate Marketing| Leasing| Sales & Marketing| Real Estate Sales| Commercial Leasing Sales , Retail , Business Development Real Estate, Property 3 - 8 yrs"
NAU_196959, AVP - Internal Reporting @ a Leading Global Bank,Naukri Listed Company,Chennai," 20,00,000 - 30,00,000 PA. "," AVP - Internal Reporting @ a Leading Global Bank Senior Management  Business Partnering| Finance Control| Investment Banking| Accounting| Month End Reporting| Corporate Banking| Advanced Excel| Performance Reporting| Banking Products Financial Services , Banking , Investments , Insurance Banking, Financial Services, Broking 7 - 12 yrs"
NAU_889698, Sales Coordinator,Naukri Listed Company,Delhi NCR (Saket) ," 2,75,000 - 3,25,000 PA. "," Sales Coordinator Retail Sales  sales executive| Sales Coordination| Sales Coordinator| marketing coordinator| marketing assistant| Sales Assistant| Marketing Executive| sales officer| marketing officer| Export Documentation| Export Marketing| Export Sales| Export Sales , Retail , Business Development Chemicals, PetroChemical, Plastic, Rubber 2 - 7 yrs"
NAU_714544, Executive - Sales,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Executive - Sales Corporate Sales  Software solution sales| Automation| Customer satisfaction| Consulting| Technical sales| Account management| Sales Executive| Digital marketing| Sales support| Sales account Sales , Retail , Business Development IT-Software, Software Services 1 - 3 yrs"
NAU_689213, Senior Security Engineer,Naukri Listed Company,Noida, Not Disclosed by Recruiter ," Senior Security Engineer Admin/Maintenance/Security/Datawarehousing  Internal Audit| GRC| SOX| Risk Compliance| Risk Management| Auditing IT Software - Application Programming , Maintenance Internet, Ecommerce 1 - 3 yrs"
NAU_530109, Big Data Engineer,Naukri Listed Company,"Hyderabad,Bengaluru", Not Disclosed by Recruiter ," Big Data Engineer Programming & Design  SQL| Python| Data structures| Graphics| Data analysis| QlikView| metadata| Data conversion| SCALA| Archiving IT Software - DBA , Datawarehousing Recruitment, Staffing 2 - 5 yrs"
NAU_731851, Process Consultant - Aspice,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Process Consultant - Aspice Engineering Design  Product Development| Process Consulting| EV| Powertrain| Electric Vehicle| ADAS| Automotive Engineering Design , R&D Automobile, Auto Anciliary, Auto Components 12 - 14 yrs"
NAU_402753," Civil Engineer, Civil Site Engineer, Civil Site Supervisor",Naukri Listed Company,Mumbai," 3,00,000 - 4,50,000 PA. "," Civil Engineer, Civil Site Engineer, Civil Site Supervisor Site Engineering  Civil Maintenance| Site Supervision| Estimation| Civil Site Engineering| Civil Design| Civil Infrastructure| Project Billing| Billing Engineering Site Engineering , Project Management Construction, Engineering, Cement, Metals 3 - 5 yrs"
NAU_603661, Looking For SAP Executive,Naukri Listed Company,Pune," 50,000 - 3,00,000 PA. "," Looking For SAP Executive Programming & Design  Accounting| General Ledger| Accounts Payable| IDOCS| Accounts Receivable| WebDynPro ABAP| Enhancements| FI| Finance| SAP SD IT Software - Application Programming , Maintenance IT-Software, Software Services 0 - 2 yrs"
NAU_136847, Software QA Test Engineer,Naukri Listed Company,"Mumbai,Chennai,Hyderabad,Chandigarh,Delhi,Gurgaon,Jaipur,Navi Mumbai,Trivandrum"," 4,00,000 - 9,00,000 PA. "," Software QA Test Engineer Programming & Design  Test Engineering| Web Technologies| Functional Testing| Regression Testing| Unit Testing| Sanity Testing| User Acceptance Testing| Interface Testing| Smoke Testing IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 8 yrs"
NAU_241647, Digital Marketing & SEO Executive,Naukri Listed Company,Bengaluru," 2,00,000 - 4,00,000 PA. "," Digital Marketing & SEO Executive Retail Sales  Online Marketing| Digital Marketing| Email Marketing| Social Media Marketing| SEO| Social Media Optimization| Search Engine Optimization Sales , Retail , Business Development IT-Software, Software Services 2 - 4 yrs"
NAU_354237, Hiring for HR Business Partner- Male - Bangalore,Naukri Listed Company,Bengaluru, Best in Industry ," Hiring for HR Business Partner- Male - Bangalore HR/ Recruitment / IR  hr| Employee Engagement| employee relations| Employee Retention| Employee Grievances HR , Recruitment , Administration , IR BPO, Call Centre, ITeS 0 - 2 yrs"
NAU_832683, Autocad Draftsman (mechanical),Naukri Listed Company,Delhi NCR (Green Park Main) ," 1,00,000 - 4,50,000 PA. "," Autocad Draftsman (mechanical) Creative  autocad| detailing| production| quality standards| autocad 2d| 3d modeling| 3ds max| solid works| solid edge| Bom Preparation Design , Creative , User Experience Glass, Glassware 3 - 8 yrs"
NAU_813010, Sr . Oracle Developer - Data,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Sr . Oracle Developer - Data Programming & Design  PLSQL| Analytics| Salesforce| Order management| Computer science| RCA| Data migration| Analytical| data governance| Data quality IT Software - DBA , Datawarehousing IT-Hardware & Networking 4 - 8 yrs"
NAU_799522, Professors / Associate Professors / Assistant Professors ,Naukri Listed Company,"Ahmedabad,Gandhinagar,Orai,krishna", Not Disclosed by Recruiter ," Professors / Associate Professors / Assistant Professors  University Level  Microbiology| Genetics| Biochemistry| Plant pathology| HRM| Horticulture| Entomology| Sociology| Agronomy| Soil science Teaching , Education , Training , Counselling Banking, Financial Services, Broking 2 - 5 yrs"
NAU_286335, Full Stack Developer (PHP/LAMP),Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Full Stack Developer (PHP/LAMP) Programming & Design  Drupal| GIT| jQuery| Front end| Coding| Javascript| PHP| bootstrap| Apache| Joomla IT Software - System Programming Media, Entertainment, Internet 1 - 3 yrs"
NAU_178566," JAVA Developer - CL Educate Ltd, Delhi ( Mohan Cooperative Estate)",Naukri Listed Company,Delhi," 2,00,000 - 4,50,000 PA. "," JAVA Developer - CL Educate Ltd, Delhi ( Mohan Cooperative Estate) Programming & Design  Java| J2Ee| developer| Oracle IT Software - Application Programming , Maintenance Education, Teaching, Training 1 - 6 yrs"
NAU_319365, Service desk Executive-16098,Naukri Listed Company,Noida, Not Disclosed by Recruiter ," Service desk Executive-16098 University Level  Service Desk Executive| Computer science| Physical education| Botany| Business studies| Healthcare| Pharmacy| Hotel management| Telecom| Public relations Teaching , Education , Training , Counselling BPO, Call Centre, ITeS 1 - 2 yrs"
NAU_493694, Salary Not On Time Come Join & Forget Salary Issue,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Salary Not On Time Come Join & Forget Salary Issue Voice  Outbound| Antivirus| Technical support| process| Sales| Issue| Inbound calls| US shift| Medical| Comp ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 1 yrs"
NAU_706686, Computer Operator - Only Female Candidates,Naukri Listed Company,Delhi, Not Disclosed by Recruiter ," Computer Operator - Only Female Candidates nan  Executive Assistant| Front Office| Data| Office| Executive| Assistant| Secretary| Front| Office Assistant Executive Assistant , Front Office , Data Entry Industrial Products, Heavy Machinery 0 - 2 yrs"
NAU_737309, Salesforce Lead - Apex/visual Force,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Salesforce Lead - Apex/visual Force Programming & Design  HTML| CSS| Apex| Javascript| Visualforce| Salesforce.com| XML| Salesforce| SFDC| Web Services IT Software - Application Programming , Maintenance IT-Software, Software Services 10 - 15 yrs"
NAU_317649, Hindi Voice Process,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," Hindi Voice Process Back Office/Web/Transaction Processing  Pivot Table| Excel| Email| VLOOKUP| chat| Lookup| non - voice| HLOOKUP ITES , BPO , KPO , LPO , Customer Service , Operations NGO, Social Services, Regulators, Industry Associations 1 - 4 yrs"
NAU_488003, Wordpress Developer - Web & Mobile Development,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Wordpress Developer - Web & Mobile Development Programming & Design  Wordpress| PHP| MySQL| AJAX| JSON| SQL| eCommerce| Woocommerce| CSS| HTML| Javascript| Fireworks| JQuery| Web Development IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 7 yrs"
NAU_436206, Sales Executive for Hyderabad for a FMCG Company,Naukri Listed Company,Hyderabad," 4,00,000 - 8,00,000 PA. "," Sales Executive for Hyderabad for a FMCG Company Retail Sales  Sales Executive Activities| Distribution Management| ROI| Stock Management| Market Operations Sales , Retail , Business Development FMCG, Foods, Beverage 4 - 9 yrs"
NAU_555132, Manager/ Executive/ Officer Projects: Sales,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Manager/ Executive/ Officer Projects: Sales Retail Sales  marketing executive| distributors| customer profiling| market research| Business Development| sales executive Sales , Retail , Business Development Chemicals, PetroChemical, Plastic, Rubber 3 - 8 yrs"
NAU_966679, Dy. Chief / Principal / Senior Engineer - Civil & Structural,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Dy. Chief / Principal / Senior Engineer - Civil & Structural Engineering Design  design engineer| stadd - pro| civil engineering| stadd pro| civil design| foundations| staad pro| stadd| structure Engineering Design , R&D Oil and Gas, Energy, Power, Infrastructure 5 - 10 yrs"
NAU_907109, Zonal Head (East ) - AVP / VP,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Zonal Head (East ) - AVP / VP Senior Management  Relationship Management| Channel distribution| Zonal Head| Resource mobilization| Financial sector| Vice President| Associate Vice President| UPS| Market Sales , Retail , Business Development Construction, Engineering, Cement, Metals 10 - 12 yrs"
NAU_350818, Senior Consultant,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Senior Consultant Voice  Manager Internal Audit| Corporate governance| Business advisory| professional services| Service delivery| Taxation| Finance| Networking ITES , BPO , KPO , LPO , Customer Service , Operations Accounting, Finance 2 - 5 yrs"
NAU_118489, Senior / Junior Developer UI/UX,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Senior / Junior Developer UI/UX Programming & Design  jQuery| XML| Photoshop| Product management| Front end| Illustrator| Web development| Tools| JSON| CSS3 IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 7 yrs"
NAU_836776, J2EE Admin,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," J2EE Admin Programming & Design  Troubleshooting| Technical support| SQL| Unix| RCA| Performance tuning| Surgical| Disaster recovery| J2Ee| Technical documentation IT Software - Application Programming , Maintenance Pharma, Biotech, Clinical Research 5 - 8 yrs"
NAU_790247," Looking For UI Developer(extjs),noida_it Company",Naukri Listed Company,Noida," 4,50,000 - 9,00,000 PA. "," Looking For UI Developer(extjs),noida_it Company Programming & Design  MVC Architecture| CSS| Html5| UI Development| Javascript| Bootstrap| HTML| JSON| JQuery| ExtJS| Ajax IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 4 yrs"
NAU_316387, Sales Executive - TATA SKY CO.,Naukri Listed Company,Bengaluru," 50,000 - 2,00,000 PA. "," Sales Executive - TATA SKY CO. Retail Sales  sales executive activities| channel sales| Telecom Sales| dealer sales| retail sales| sales marketing| field work| corporate sales| direct sales Sales , Retail , Business Development Telcom, ISP 0 - 3 yrs"
NAU_328969, Area Sales Manager | Chinese Fintech Co.| Payment Solutions | Mumbai,Naukri Listed Company,Mumbai," 11,00,000 - 15,00,000 PA. "," Area Sales Manager | Chinese Fintech Co.| Payment Solutions | Mumbai Retail Sales  Payment Solutions| Client Onboarding| EDC| Client Acquisition| Merchant Acquiring| territory sales| Sales| Area Sales Management| PoS| Area Sales| Business Development Sales , Retail , Business Development Banking, Financial Services, Broking 2 - 7 yrs"
NAU_482134, Test Automation Engineer - C &amp; DB,Naukri Listed Company,"Navi Mumbai,Mumbai", Not Disclosed by Recruiter ," Test Automation Engineer - C &amp; DB Programming & Design  Unix| IT services| Version control| Linux| Conflict resolution| Shell scripting| SQL scripting IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 5 yrs"
NAU_530656, Content Writer:,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Content Writer: Content Development  Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management Journalism , Editing , Content Media, Entertainment, Internet 2 - 7 yrs"
NAU_934419, SALES,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," SALES Corporate Sales  IT services| Relationship building| Business operations| SAP ERP| digital transformation| Client relationship| Lead generation| SAP consulting| Inside sales| ERP sales Sales , Retail , Business Development IT-Software, Software Services 3 - 8 yrs"
NAU_333944, PRODUCT MANAGER / BUSINESS ANALYST,Naukri Listed Company,Chandigarh, Not Disclosed by Recruiter ," PRODUCT MANAGER / BUSINESS ANALYST Analytics & BI  PRODUCT MANAGER | ANALYST| product| expert| project| environment| or| feature| analysis Analytics & Business Intelligence IT-Software, Software Services 3 - 8 yrs"
NAU_380727, Medical Coding Analyst - Bsc/msc/ B.tech Lifescience Graduates,Naukri Listed Company,"Chennai,Madurai,Tirunelveli", Not Disclosed by Recruiter ," Medical Coding Analyst - Bsc/msc/ B.tech Lifescience Graduates Other  molecular biology| chemistry| biotechnology| bhms| biology| Physiotherapy| microbiology| nursing| biomedical| Physics| medical coding| biochemistry| pharmacy| Ophthalmology| micro biology| Bioinformatics| zoology| biotech ITES , BPO , KPO , LPO , Customer Service , Operations Medical, Healthcare, Hospitals 0 - 0 yrs"
NAU_466222, System Engineer - Rhapsody - Bangalore,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," System Engineer - Rhapsody - Bangalore Programming & Design  C| MKS| Doors| Rhapsody| Ibm Rational| Programming| System Engineering| Java Api| Languages IT Software - Application Programming , Maintenance IT-Software, Software Services 3 - 5 yrs"
NAU_759057, Carrier Relationship Manager,Naukri Listed Company,Navi Mumbai, Not Disclosed by Recruiter ," Carrier Relationship Manager Retail Sales  project sales| revenue generation| international sales| inside sales| Sales| relationship management| lead generation| international business development| business development| cross selling Sales , Retail , Business Development Telcom, ISP 0 - 1 yrs"
NAU_128276, Corporate Sales Consultant / Experience in Sales Training Solutions,Naukri Listed Company,Gurgaon," 3,00,000 - 6,00,000 PA. "," Corporate Sales Consultant / Experience in Sales Training Solutions Corporate Sales  corporate sales| marketing| sales training| market intelligence| new business| sales consulting| strategy| business development| sales| bd| educational sales| institutional sales Sales , Retail , Business Development Education, Teaching, Training 1 - 6 yrs"
NAU_131011, Digital ad Sales-regional Manager,Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Digital ad Sales-regional Manager Retail Sales  ad sales| time management| negotiation| presentation skills| sales process| client management| Online Sales| region| new business development| sales support Sales , Retail , Business Development Media, Entertainment, Internet 5 - 8 yrs"
NAU_597688, Design and Estimation Engineer (structured Cabling Systems),Naukri Listed Company,Mumbai, Not Disclosed by Recruiter ," Design and Estimation Engineer (structured Cabling Systems) Engineering Design  cable| LAN| WAN| TCP| IP| Networking| Structured Cabling| network designs| Autocad Engineering Design , R&D Telcom, ISP 5 - 7 yrs"
NAU_559637, Customer Support Role - Voice Process,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Customer Support Role - Voice Process Voice  BPO| Customer Support| Customer Service| Customer Care| Voice Support ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 5 yrs"
NAU_200160, Word Press Developer,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Word Press Developer Programming & Design  Technical product configuration| design| integration PHP| MySQL| HTML| C| c++| JavaScript IT Software - Application Programming , Maintenance Recruitment, Staffing 1 - 6 yrs"
NAU_769893, Tcs Mumbai is Hiring for Java Developers,Naukri Listed Company,Mumbai (Mumbai Central) , Not Disclosed by Recruiter ," Tcs Mumbai is Hiring for Java Developers Programming & Design  Jenkins| Bamboo| GitHub| ANT| Maven| Microservices IT Software - Application Programming , Maintenance IT-Software, Software Services 7 - 12 yrs"
NAU_437650, International Marketing Executive-polymer For a Reputed MNC at Mumbai,Naukri Listed Company,Mumbai," 8,00,000 - 12,00,000 PA. "," International Marketing Executive-polymer For a Reputed MNC at Mumbai Channel Sales  blown film| formulation development| ldpe Sales , Retail , Business Development Chemicals, PetroChemical, Plastic, Rubber 4 - 9 yrs"
NAU_985509, Urgent Opening: UK Recruiter @ Zensar Pune,Naukri Listed Company,Pune, Not Disclosed by Recruiter ," Urgent Opening: UK Recruiter @ Zensar Pune Other  Conducting Interviews| Social Media| Selection| Hiring| Sourcing| HR| Interviewing| Recruitment IT Software - Application Programming , Maintenance IT-Software, Software Services 1 - 3 yrs"
NAU_153666,Full Stack Web Developer,Naukri Listed Company, Pune, Not Disclosed by Recruiter,"Full Stack Web Developer Programming & Design spring|karma|css|java|Full Stack|html|web development|bootstrap|hibernate|javascript|Angular IT Software - Application Programming , Maintenance Oil and Gas / Energy / Power / Infrastructure  7 - 10 Years"
NAU_427901, Urgent Hiring for Business Development Manager,Naukri Listed Company,Gurgaon, Not Disclosed by Recruiter ," Urgent Hiring for Business Development Manager Retail Sales  business development management| digital marketing| sales planning| growth strategy| profit growth| corporate strategy| advertising| business growth| international marketing| international business development| international sales| international business Sales , Retail , Business Development Advertising, PR, MR, Event Management 5 - 7 yrs"
NAU_664266, Engineer/lead - Java/jdbc/j2ee,Naukri Listed Company,Chandigarh, Not Disclosed by Recruiter ," Engineer/lead - Java/jdbc/j2ee Programming & Design  Java| JDBC| RDBMS| Spring Boot| Data Structure| Algorithm| AJAX| Github| Application Designing| J2EE IT Software - Application Programming , Maintenance IT-Software, Software Services 6 - 10 yrs"
NAU_564285, HR Administrator,Naukri Listed Company,"Noida,Delhi", Not Disclosed by Recruiter ," HR Administrator Administration/Facility Management  Administration| HR Administrator| Education| Software| Management| Software services| Monitoring| Administrator Work| Recruitment| admin executive HR , Recruitment , Administration , IR Recruitment, Staffing 2 - 5 yrs"
NAU_282307, Centre for Environment-Environment Management-Associate Professors,Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Centre for Environment-Environment Management-Associate Professors University Level  Counselor| Mentor| Trainer| Advisor| Teaching Teaching , Education , Training , Counselling Education, Teaching, Training 7 - 10 yrs"
NAU_101486, Production Manager Executive,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Production Manager Executive Production/Manufacturing/Maintenance  Production management| Saving| Management| Printing| Negotiation| Control| Technical| Time| Printers| Final Production , Manufacturing , Maintenance IT-Software, Software Services 2 - 6 yrs"
NAU_246210, Hiring Callers for UK Telecom Voice Process,Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Hiring Callers for UK Telecom Voice Process Voice  Telecom| Service| Comp| Voice process| Target| Typing| Outbound process| Spot| International voice process| Presentable ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 3 yrs"
NAU_765601, General Manager ( Media Expert )-international Renowned Company,Naukri Listed Company,Delhi, Not Disclosed by Recruiter ," General Manager ( Media Expert )-international Renowned Company Senior Management  media relations| media Marketing , Advertising , MR , PR , Media Planning Wellness , Fitness , Sports, Beauty 8 - 13 yrs"
NAU_283106, Talent Acquisition Specialist,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Talent Acquisition Specialist HR/ Recruitment / IR  Screening| Staffing| Hiring| Sourcing| HR| Technical Recruitment| Branding| Interviewing| Marketing| Talent Acquisition HR , Recruitment , Administration , IR Telcom, ISP 5 - 7 yrs"
NAU_903244, Full-stack Developer,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Full-stack Developer Programming & Design  WCF| ASP.Net MVC| C#| LINQ| WPF| CSS| .NET Framework| C#.Net| HTML| SQL Azure IT Software - Application Programming , Maintenance IT-Software, Software Services 5 - 10 yrs"
NAU_207693, Assistant Manager- Training Coordination,Naukri Listed Company,Delhi NCR, Not Disclosed by Recruiter ," Assistant Manager- Training Coordination Sales Support  analytics reporting| sales training| training analysis| training coordinator| training| training manager| training coordination Sales , Retail , Business Development Automobile, Auto Anciliary, Auto Components 7 - 12 yrs"
NAU_851575, Experience in Technical support process(Inbound),Naukri Listed Company,Kolkata, Not Disclosed by Recruiter ," Experience in Technical support process(Inbound) Voice  Outbound| process| Technical| Inbound calls| Domestic BPO| Service| Bonus| Business Executive| Technical support| Comp ITES , BPO , KPO , LPO , Customer Service , Operations IT-Software, Software Services 0 - 2 yrs"
NAU_118446, Marketing Manager (only Male) - Real Estate / Builders,Naukri Listed Company,Mumbai," 3,50,000 - 5,00,000 PA. "," Marketing Manager (only Male) - Real Estate / Builders Marketing  marketing management| btl| market research| Marketing Executive| marketing officer| Marketing Manager| Btl Activation Marketing , Advertising , MR , PR , Media Planning Real Estate, Property 3 - 8 yrs"
NAU_894309," Accountant - Hitech City, Hyderabad",Naukri Listed Company,Hyderabad, Not Disclosed by Recruiter ," Accountant - Hitech City, Hyderabad Accounts  Balance Sheet Analysis| Financial Statements| TDS| Tally ERP| Finance| Loss| Profit| Branch Accounting| Auditing| Cash Flow Accounts , Finance , Tax , Company Secretary , Audit Education, Teaching, Training 3 - 5 yrs"
NAU_349771, Drupal Developer,Naukri Listed Company,Chennai, Not Disclosed by Recruiter ," Drupal Developer Programming & Design  Front end| Coding| PHP| development| Views| Drupal| jQuery| application| web| Web application| MySQL| design| Module| programming| Ajax| architecture IT Software - Application Programming , Maintenance IT-Software, Software Services 2 - 7 yrs"
NAU_944942, BPO! On the Spot Offer Letter/ Fresher / sec 66 Sonha road /gurgaon,Naukri Listed Company,"Delhi NCR,Gurgaon"," 2,00,000 - 3,50,000 PA. "," BPO! On the Spot Offer Letter/ Fresher / sec 66 Sonha road /gurgaon Voice  Bpo| Customer Service| Telesales| Voice Process| Serco| Outbound| Sales| Telecalling| Fresher| Call Center| International BPO ITES , BPO , KPO , LPO , Customer Service , Operations BPO, Call Centre, ITeS 0 - 5 yrs"
NAU_706591, Java Technical Lead - Spring/ Hibernate,Naukri Listed Company,Bengaluru, Not Disclosed by Recruiter ," Java Technical Lead - Spring/ Hibernate Programming & Design  Java| Hibernate| TDD| Agile| Spring| Algorithm| Data Structure IT Software - Application Programming , Maintenance IT-Software, Software Services 6 - 11 yrs"
